Algorithm,Weight,K,Repetition,Accuracy,Purity,Micro-Precision,Micro-Recall,Micro-F1-Score,Entropy,Adjusted Rand,Completeness,Fowlkes Mallows,Homogeneity,Mutual Info,V Measure,Model Building Time
Label Propagation,False,7,0,0.186,0.319,0.186,0.186,0.186,0.884,0.018,0.058,0.227,0.046,0.087,0.051,1.2368600368499756
Label Propagation,False,7,1,0.186,0.319,0.186,0.186,0.186,0.884,0.018,0.058,0.227,0.046,0.087,0.051,1.3431546688079834
Label Propagation,False,7,2,0.186,0.319,0.186,0.186,0.186,0.884,0.018,0.058,0.227,0.046,0.087,0.051,1.3692147731781006
Label Propagation,False,7,3,0.186,0.319,0.186,0.186,0.186,0.884,0.018,0.058,0.227,0.046,0.087,0.051,1.2002606391906738
Label Propagation,False,7,4,0.186,0.319,0.186,0.186,0.186,0.884,0.018,0.058,0.227,0.046,0.087,0.051,1.4237053394317627
Label Propagation,False,7,5,0.186,0.319,0.186,0.186,0.186,0.884,0.018,0.058,0.227,0.046,0.087,0.051,1.1268162727355957
Label Propagation,False,7,6,0.186,0.319,0.186,0.186,0.186,0.884,0.018,0.058,0.227,0.046,0.087,0.051,1.1587586402893066
Label Propagation,False,7,7,0.186,0.319,0.186,0.186,0.186,0.884,0.018,0.058,0.227,0.046,0.087,0.051,1.306117057800293
Label Propagation,False,7,8,0.186,0.319,0.186,0.186,0.186,0.884,0.018,0.058,0.227,0.046,0.087,0.051,1.0981826782226562
Label Propagation,False,7,9,0.186,0.319,0.186,0.186,0.186,0.884,0.018,0.058,0.227,0.046,0.087,0.051,1.2160122394561768
Label Propagation,False,9,0,0.167,0.321,0.167,0.167,0.167,0.64,-0.003,0.045,0.196,0.041,0.076,0.043,1.2817628383636477
Label Propagation,False,9,1,0.167,0.321,0.167,0.167,0.167,0.64,-0.003,0.045,0.196,0.041,0.076,0.043,1.271904468536377
Label Propagation,False,9,2,0.167,0.321,0.167,0.167,0.167,0.64,-0.003,0.045,0.196,0.041,0.076,0.043,1.2050297260284424
Label Propagation,False,9,3,0.167,0.321,0.167,0.167,0.167,0.64,-0.003,0.045,0.196,0.041,0.076,0.043,1.221806526184082
Label Propagation,False,9,4,0.167,0.321,0.167,0.167,0.167,0.64,-0.003,0.045,0.196,0.041,0.076,0.043,1.2978734970092771
Label Propagation,False,9,5,0.167,0.321,0.167,0.167,0.167,0.64,-0.003,0.045,0.196,0.041,0.076,0.043,1.3947768211364746
Label Propagation,False,9,6,0.167,0.321,0.167,0.167,0.167,0.64,-0.003,0.045,0.196,0.041,0.076,0.043,1.157705307006836
Label Propagation,False,9,7,0.167,0.321,0.167,0.167,0.167,0.64,-0.003,0.045,0.196,0.041,0.076,0.043,1.0646228790283203
Label Propagation,False,9,8,0.167,0.321,0.167,0.167,0.167,0.64,-0.003,0.045,0.196,0.041,0.076,0.043,1.34635329246521
Label Propagation,False,9,9,0.167,0.321,0.167,0.167,0.167,0.64,-0.003,0.045,0.196,0.041,0.076,0.043,1.1479966640472412
Label Propagation,False,11,0,0.188,0.331,0.188,0.188,0.188,0.687,-0.007,0.05,0.202,0.045,0.084,0.047,1.101149320602417
Label Propagation,False,11,1,0.188,0.331,0.188,0.188,0.188,0.687,-0.007,0.05,0.202,0.045,0.084,0.047,1.1375176906585691
Label Propagation,False,11,2,0.188,0.331,0.188,0.188,0.188,0.687,-0.007,0.05,0.202,0.045,0.084,0.047,1.363429307937622
Label Propagation,False,11,3,0.188,0.331,0.188,0.188,0.188,0.687,-0.007,0.05,0.202,0.045,0.084,0.047,1.3654406070709229
Label Propagation,False,11,4,0.188,0.331,0.188,0.188,0.188,0.687,-0.007,0.05,0.202,0.045,0.084,0.047,1.3237934112548828
Label Propagation,False,11,5,0.188,0.331,0.188,0.188,0.188,0.687,-0.007,0.05,0.202,0.045,0.084,0.047,1.3428246974945068
Label Propagation,False,11,6,0.188,0.331,0.188,0.188,0.188,0.687,-0.007,0.05,0.202,0.045,0.084,0.047,1.193114995956421
Label Propagation,False,11,7,0.188,0.331,0.188,0.188,0.188,0.687,-0.007,0.05,0.202,0.045,0.084,0.047,1.256364822387695
Label Propagation,False,11,8,0.188,0.331,0.188,0.188,0.188,0.687,-0.007,0.05,0.202,0.045,0.084,0.047,1.2594096660614014
Label Propagation,False,11,9,0.188,0.331,0.188,0.188,0.188,0.687,-0.007,0.05,0.202,0.045,0.084,0.047,1.045994520187378
Label Propagation,False,13,0,0.174,0.333,0.174,0.174,0.174,0.717,0.017,0.049,0.216,0.042,0.078,0.045,0.7105033397674559
Label Propagation,False,13,1,0.174,0.333,0.174,0.174,0.174,0.717,0.017,0.049,0.216,0.042,0.078,0.045,0.7359216213226318
Label Propagation,False,13,2,0.174,0.333,0.174,0.174,0.174,0.717,0.017,0.049,0.216,0.042,0.078,0.045,0.9515445232391356
Label Propagation,False,13,3,0.174,0.333,0.174,0.174,0.174,0.717,0.017,0.049,0.216,0.042,0.078,0.045,0.93638014793396
Label Propagation,False,13,4,0.174,0.333,0.174,0.174,0.174,0.717,0.017,0.049,0.216,0.042,0.078,0.045,0.9707286357879642
Label Propagation,False,13,5,0.174,0.333,0.174,0.174,0.174,0.717,0.017,0.049,0.216,0.042,0.078,0.045,0.9434165954589844
