Algorithm,Weight,K,Repetition,Accuracy,Purity,Micro-Precision,Micro-Recall,Micro-F1-Score,Entropy,Adjusted Rand,Completeness,Fowlkes Mallows,Homogeneity,Mutual Info,V Measure,Model Building Time
Label Propagation,False,7,0,0.46726,0.6875,0.46726,0.46726,0.46726,0.47834,-0.01944,0.01477,0.4827,0.01227,0.01281,0.0134,0.79443
Label Propagation,False,7,1,0.46726,0.6875,0.46726,0.46726,0.46726,0.47834,-0.01944,0.01477,0.4827,0.01227,0.01281,0.0134,0.90427
Label Propagation,False,7,2,0.46726,0.6875,0.46726,0.46726,0.46726,0.47834,-0.01944,0.01477,0.4827,0.01227,0.01281,0.0134,0.86011
Label Propagation,False,7,3,0.46726,0.6875,0.46726,0.46726,0.46726,0.47834,-0.01944,0.01477,0.4827,0.01227,0.01281,0.0134,0.81548
Label Propagation,False,7,4,0.46726,0.6875,0.46726,0.46726,0.46726,0.47834,-0.01944,0.01477,0.4827,0.01227,0.01281,0.0134,1.05161
Label Propagation,False,7,5,0.46726,0.6875,0.46726,0.46726,0.46726,0.47834,-0.01944,0.01477,0.4827,0.01227,0.01281,0.0134,0.77952
Label Propagation,False,7,6,0.46726,0.6875,0.46726,0.46726,0.46726,0.47834,-0.01944,0.01477,0.4827,0.01227,0.01281,0.0134,0.73748
Label Propagation,False,7,7,0.46726,0.6875,0.46726,0.46726,0.46726,0.47834,-0.01944,0.01477,0.4827,0.01227,0.01281,0.0134,0.72844
Label Propagation,False,7,8,0.46726,0.6875,0.46726,0.46726,0.46726,0.47834,-0.01944,0.01477,0.4827,0.01227,0.01281,0.0134,0.82294
Label Propagation,False,7,9,0.46726,0.6875,0.46726,0.46726,0.46726,0.47834,-0.01944,0.01477,0.4827,0.01227,0.01281,0.0134,0.92084
Label Propagation,False,9,0,0.64881,0.6875,0.64881,0.64881,0.64881,0.2631,-0.00254,0.02788,0.65357,0.00727,0.00759,0.01153,1.10678
Label Propagation,False,9,1,0.64881,0.6875,0.64881,0.64881,0.64881,0.2631,-0.00254,0.02788,0.65357,0.00727,0.00759,0.01153,1.0386
Label Propagation,False,9,2,0.64881,0.6875,0.64881,0.64881,0.64881,0.2631,-0.00254,0.02788,0.65357,0.00727,0.00759,0.01153,1.06787
Label Propagation,False,9,3,0.64881,0.6875,0.64881,0.64881,0.64881,0.2631,-0.00254,0.02788,0.65357,0.00727,0.00759,0.01153,1.1234
Label Propagation,False,9,4,0.64881,0.6875,0.64881,0.64881,0.64881,0.2631,-0.00254,0.02788,0.65357,0.00727,0.00759,0.01153,0.83128
Label Propagation,False,9,5,0.64881,0.6875,0.64881,0.64881,0.64881,0.2631,-0.00254,0.02788,0.65357,0.00727,0.00759,0.01153,0.83537
Label Propagation,False,9,6,0.64881,0.6875,0.64881,0.64881,0.64881,0.2631,-0.00254,0.02788,0.65357,0.00727,0.00759,0.01153,1.15712
Label Propagation,False,9,7,0.64881,0.6875,0.64881,0.64881,0.64881,0.2631,-0.00254,0.02788,0.65357,0.00727,0.00759,0.01153,1.01752
Label Propagation,False,9,8,0.64881,0.6875,0.64881,0.64881,0.64881,0.2631,-0.00254,0.02788,0.65357,0.00727,0.00759,0.01153,0.77187
Label Propagation,False,9,9,0.64881,0.6875,0.64881,0.64881,0.64881,0.2631,-0.00254,0.02788,0.65357,0.00727,0.00759,0.01153,0.65557
Label Propagation,False,11,0,0.52679,0.6875,0.52679,0.52679,0.52679,0.5325,-0.04938,0.01973,0.52547,0.01346,0.01406,0.016,0.81779
Label Propagation,False,11,1,0.52679,0.6875,0.52679,0.52679,0.52679,0.5325,-0.04938,0.01973,0.52547,0.01346,0.01406,0.016,0.94754
Label Propagation,False,11,2,0.52679,0.6875,0.52679,0.52679,0.52679,0.5325,-0.04938,0.01973,0.52547,0.01346,0.01406,0.016,0.94714
Label Propagation,False,11,3,0.52679,0.6875,0.52679,0.52679,0.52679,0.5325,-0.04938,0.01973,0.52547,0.01346,0.01406,0.016,0.84706
Label Propagation,False,11,4,0.52679,0.6875,0.52679,0.52679,0.52679,0.5325,-0.04938,0.01973,0.52547,0.01346,0.01406,0.016,0.92506
Label Propagation,False,11,5,0.52679,0.6875,0.52679,0.52679,0.52679,0.5325,-0.04938,0.01973,0.52547,0.01346,0.01406,0.016,0.9598
Label Propagation,False,11,6,0.52679,0.6875,0.52679,0.52679,0.52679,0.5325,-0.04938,0.01973,0.52547,0.01346,0.01406,0.016,0.89265
Label Propagation,False,11,7,0.52679,0.6875,0.52679,0.52679,0.52679,0.5325,-0.04938,0.01973,0.52547,0.01346,0.01406,0.016,0.95202
Label Propagation,False,11,8,0.52679,0.6875,0.52679,0.52679,0.52679,0.5325,-0.04938,0.01973,0.52547,0.01346,0.01406,0.016,0.83442
Label Propagation,False,11,9,0.52679,0.6875,0.52679,0.52679,0.52679,0.5325,-0.04938,0.01973,0.52547,0.01346,0.01406,0.016,0.91018
Label Propagation,False,13,0,0.5506,0.6875,0.5506,0.5506,0.5506,0.55319,0.02269,0.02852,0.55887,0.01932,0.02018,0.02303,0.80575
Label Propagation,False,13,1,0.5506,0.6875,0.5506,0.5506,0.5506,0.55319,0.02269,0.02852,0.55887,0.01932,0.02018,0.02303,0.77165
Label Propagation,False,13,2,0.5506,0.6875,0.5506,0.5506,0.5506,0.55319,0.02269,0.02852,0.55887,0.01932,0.02018,0.02303,0.98053
Label Propagation,False,13,3,0.5506,0.6875,0.5506,0.5506,0.5506,0.55319,0.02269,0.02852,0.55887,0.01932,0.02018,0.02303,0.7922
Label Propagation,False,13,4,0.5506,0.6875,0.5506,0.5506,0.5506,0.55319,0.02269,0.02852,0.55887,0.01932,0.02018,0.02303,0.94888
Label Propagation,False,13,5,0.5506,0.6875,0.5506,0.5506,0.5506,0.55319,0.02269,0.02852,0.55887,0.01932,0.02018,0.02303,0.93015
Label Propagation,False,13,6,0.5506,0.6875,0.5506,0.5506,0.5506,0.55319,0.02269,0.02852,0.55887,0.01932,0.02018,0.02303,0.97144
Label Propagation,False,13,7,0.5506,0.6875,0.5506,0.5506,0.5506,0.55319,0.02269,0.02852,0.55887,0.01932,0.02018,0.02303,0.90483
Label Propagation,False,13,8,0.5506,0.6875,0.5506,0.5506,0.5506,0.55319,0.02269,0.02852,0.55887,0.01932,0.02018,0.02303,0.79929
Label Propagation,False,13,9,0.5506,0.6875,0.5506,0.5506,0.5506,0.55319,0.02269,0.02852,0.55887,0.01932,0.02018,0.02303,0.65862
Asynchronous Label Propagation,False,7,0,0.45833,0.6875,0.45833,0.45833,0.45833,0.35934,-0.01524,0.01152,0.47653,0.00975,0.01019,0.01056,1.04866
Asynchronous Label Propagation,False,7,1,0.45833,0.6875,0.45833,0.45833,0.45833,0.35934,-0.01524,0.01152,0.47653,0.00975,0.01019,0.01056,1.03458
