Algorithm,Weight,K,Repetition,Accuracy,Purity,Micro-Precision,Micro-Recall,Micro-F1-Score,Entropy,Adjusted Rand,Completeness,Fowlkes Mallows,Homogeneity,Mutual Info,V Measure,Model Building Time
Label Propagation,False,13,0,0.35372,0.44681,0.35372,0.35372,0.35372,1.28268,0.11305,0.37429,0.38924,0.24599,0.44933,0.29687,11.61191
Label Propagation,False,13,1,0.35372,0.44681,0.35372,0.35372,0.35372,1.28268,0.11305,0.37429,0.38924,0.24599,0.44933,0.29687,11.75769
Label Propagation,False,13,2,0.35372,0.44681,0.35372,0.35372,0.35372,1.28268,0.11305,0.37429,0.38924,0.24599,0.44933,0.29687,11.75303
Label Propagation,False,13,3,0.35372,0.44681,0.35372,0.35372,0.35372,1.28268,0.11305,0.37429,0.38924,0.24599,0.44933,0.29687,11.68491
Label Propagation,False,13,4,0.35372,0.44681,0.35372,0.35372,0.35372,1.28268,0.11305,0.37429,0.38924,0.24599,0.44933,0.29687,11.74436
Label Propagation,False,13,5,0.35372,0.44681,0.35372,0.35372,0.35372,1.28268,0.11305,0.37429,0.38924,0.24599,0.44933,0.29687,11.81897
Label Propagation,False,13,6,0.35372,0.44681,0.35372,0.35372,0.35372,1.28268,0.11305,0.37429,0.38924,0.24599,0.44933,0.29687,11.6926
Label Propagation,False,13,7,0.35372,0.44681,0.35372,0.35372,0.35372,1.28268,0.11305,0.37429,0.38924,0.24599,0.44933,0.29687,12.20787
Label Propagation,False,13,8,0.35372,0.44681,0.35372,0.35372,0.35372,1.28268,0.11305,0.37429,0.38924,0.24599,0.44933,0.29687,11.67617
Label Propagation,False,13,9,0.35372,0.44681,0.35372,0.35372,0.35372,1.28268,0.11305,0.37429,0.38924,0.24599,0.44933,0.29687,11.75427
Label Propagation,False,15,0,0.30585,0.44814,0.30585,0.30585,0.30585,1.38461,0.14283,0.41108,0.43736,0.22995,0.42004,0.29493,12.61994
Label Propagation,False,15,1,0.30585,0.44814,0.30585,0.30585,0.30585,1.38461,0.14283,0.41108,0.43736,0.22995,0.42004,0.29493,12.24841
Label Propagation,False,15,2,0.30585,0.44814,0.30585,0.30585,0.30585,1.38461,0.14283,0.41108,0.43736,0.22995,0.42004,0.29493,12.08632
Label Propagation,False,15,3,0.30585,0.44814,0.30585,0.30585,0.30585,1.38461,0.14283,0.41108,0.43736,0.22995,0.42004,0.29493,12.07272
Label Propagation,False,15,4,0.30585,0.44814,0.30585,0.30585,0.30585,1.38461,0.14283,0.41108,0.43736,0.22995,0.42004,0.29493,12.28403
Label Propagation,False,15,5,0.30585,0.44814,0.30585,0.30585,0.30585,1.38461,0.14283,0.41108,0.43736,0.22995,0.42004,0.29493,12.69889
